"","source","target","PhyloDist","Accuracy","run","Family_source","System_source","Family_target","System_target","Group","System","Transfer"
"311","dutc1256","dani1285",1669.28792153761,0.12265,6,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"312","dutc1256","dani1285",1669.28792153761,0.12851,2,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"313","dutc1256","dani1285",1669.28792153761,0.13144,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"314","dani1285","dani1285",0,0.29014,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"315","dani1285","dani1285",0,0.27257,7,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"316","swed1254","dani1285",497.607713326151,0.13779,7,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"317","swed1254","dani1285",497.607713326151,0.10997,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"318","swed1254","dani1285",497.607713326151,0.12461,4,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"319","swed1254","dani1285",497.607713326151,0.12754,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"320","swed1254","dani1285",497.607713326151,0.13925,6,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"321","swed1254","dani1285",497.607713326151,0.13486,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"322","swed1254","dani1285",497.607713326151,0.13486,5,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"323","dutc1256","dani1285",1669.28792153761,0.13144,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"324","dutc1256","dani1285",1669.28792153761,0.1329,1,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"325","dutc1256","dani1285",1669.28792153761,0.12558,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"326","dani1285","dani1285",0,0.27403,4,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"327","dani1285","dani1285",0,0.27989,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"328","dani1285","dani1285",0,0.2916,1,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"329","dani1285","dani1285",0,0.30185,8,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"330","dani1285","dani1285",0,0.28721,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"331","swed1254","dutc1256",1669.54555569089,0.0866,2,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"332","swed1254","dutc1256",1669.54555569089,0.08429,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"333","swed1254","dutc1256",1669.54555569089,0.07504,8,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"334","swed1254","dutc1256",1669.54555569089,0.0866,6,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"335","swed1254","dutc1256",1669.54555569089,0.07966,7,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"336","swed1254","dutc1256",1669.54555569089,0.0762,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"337","swed1254","dutc1256",1669.54555569089,0.097,1,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"338","swed1254","dutc1256",1669.54555569089,0.08429,4,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"339","dutc1256","dutc1256",0,0.32403,1,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"340","dutc1256","dutc1256",0,0.32635,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"341","dutc1256","dutc1256",0,0.32981,2,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"342","dutc1256","dutc1256",0,0.32403,4,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"343","dutc1256","dutc1256",0,0.3275,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"344","swed1254","dutc1256",1669.54555569089,0.08198,5,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"345","dani1285","dutc1256",1669.28792153761,0.14743,9,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"346","dani1285","dutc1256",1669.28792153761,0.1428,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"347","dani1285","dutc1256",1669.28792153761,0.13356,8,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"348","dani1285","dutc1256",1669.28792153761,0.15321,7,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"349","swed1254","dutc1256",1669.54555569089,0.09469,3,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"350","dutc1256","dutc1256",0,0.32288,5,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"351","dutc1256","dutc1256",0,0.32635,7,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"352","dutc1256","dutc1256",0,0.33097,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"353","dutc1256","dutc1256",0,0.32403,8,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"354","dutc1256","dutc1256",0,0.32635,6,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"355","dani1285","dutc1256",1669.28792153761,0.13702,1,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"356","dani1285","dutc1256",1669.28792153761,0.15436,4,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"357","dani1285","dutc1256",1669.28792153761,0.13818,5,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"358","dani1285","dutc1256",1669.28792153761,0.14974,6,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"359","dani1285","dutc1256",1669.28792153761,0.15321,10,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"360","dani1285","dutc1256",1669.28792153761,0.13818,2,"Germanic","com/neu","Germanic","com/neu","Same","Same","com/neu - com/neu"
"361","hind1269","hind1269",0,0.34783,1,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"362","stan1290","hind1269",4790.98813297879,0.14794,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"363","stan1290","hind1269",4790.98813297879,0.12435,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"364","stan1290","hind1269",4790.98813297879,0.15057,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"365","latv1249","hind1269",4792.7678356404,0.11264,9,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"366","latv1249","hind1269",4792.7678356404,0.10215,3,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"367","roma1327","hind1269",4792.58861049986,0.15471,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"368","roma1327","hind1269",4792.58861049986,0.16782,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"369","roma1327","hind1269",4792.58861049986,0.15209,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"370","stan1290","hind1269",4790.98813297879,0.14139,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"371","stan1289","hind1269",4792.77839375676,0.1558,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"372","roma1327","hind1269",4792.58861049986,0.1534,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"373","stan1290","hind1269",4790.98813297879,0.14794,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"374","lith1251","hind1269",4792.66610527991,0.09949,6,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"375","lith1251","hind1269",4792.66610527991,0.10604,5,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"376","hind1269","hind1269",0,0.35308,9,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"377","hind1269","hind1269",0,0.35176,3,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"378","ital1282","hind1269",4792.16835166982,0.11519,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"379","ital1282","hind1269",4792.16835166982,0.11388,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"380","latv1249","hind1269",4792.7678356404,0.12705,7,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"381","roma1327","hind1269",4792.58861049986,0.15602,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"382","port1283","hind1269",4792.94763936639,0.0434,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"383","port1283","hind1269",4792.94763936639,0.04078,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"384","port1283","hind1269",4792.94763936639,0.0434,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"385","stan1288","hind1269",4792.84648695984,0.11042,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"386","stan1288","hind1269",4792.84648695984,0.09993,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"387","stan1288","hind1269",4792.84648695984,0.09731,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"388","stan1288","hind1269",4792.84648695984,0.10386,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"389","roma1327","hind1269",4792.58861049986,0.15078,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"390","stan1289","hind1269",4792.77839375676,0.12696,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"391","lith1251","hind1269",4792.66610527991,0.09687,9,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"392","ital1282","hind1269",4792.16835166982,0.12568,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"393","hind1269","hind1269",0,0.35045,2,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"394","hind1269","hind1269",0,0.34521,10,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"395","lith1251","hind1269",4792.66610527991,0.09556,3,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"396","lith1251","hind1269",4792.66610527991,0.09949,7,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"397","lith1251","hind1269",4792.66610527991,0.09032,2,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"398","ital1282","hind1269",4792.16835166982,0.11257,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"399","stan1290","hind1269",4790.98813297879,0.15843,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"400","stan1290","hind1269",4790.98813297879,0.14139,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"401","stan1290","hind1269",4790.98813297879,0.14794,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"402","port1283","hind1269",4792.94763936639,0.04078,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"403","stan1290","hind1269",4790.98813297879,0.14139,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"404","stan1290","hind1269",4790.98813297879,0.14008,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"405","latv1249","hind1269",4792.7678356404,0.09822,10,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"406","latv1249","hind1269",4792.7678356404,0.11788,5,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"407","latv1249","hind1269",4792.7678356404,0.11657,8,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"408","latv1249","hind1269",4792.7678356404,0.09429,2,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"409","roma1327","hind1269",4792.58861049986,0.1534,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"410","roma1327","hind1269",4792.58861049986,0.15864,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"411","roma1327","hind1269",4792.58861049986,0.15078,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"412","hind1269","hind1269",0,0.35308,8,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"413","roma1327","hind1269",4792.58861049986,0.14685,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"414","stan1289","hind1269",4792.77839375676,0.1689,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"415","stan1289","hind1269",4792.77839375676,0.12958,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"416","stan1289","hind1269",4792.77839375676,0.1689,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"417","stan1289","hind1269",4792.77839375676,0.13221,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"418","stan1289","hind1269",4792.77839375676,0.17021,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"419","stan1289","hind1269",4792.77839375676,0.17021,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"420","stan1289","hind1269",4792.77839375676,0.16104,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"421","stan1289","hind1269",4792.77839375676,0.16628,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"422","lith1251","hind1269",4792.66610527991,0.09425,8,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"423","ital1282","hind1269",4792.16835166982,0.12044,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"424","ital1282","hind1269",4792.16835166982,0.12044,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"425","ital1282","hind1269",4792.16835166982,0.12306,7,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"426","ital1282","hind1269",4792.16835166982,0.11257,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"427","port1283","hind1269",4792.94763936639,0.0434,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"428","port1283","hind1269",4792.94763936639,0.04209,4,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"429","port1283","hind1269",4792.94763936639,0.04209,3,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"430","port1283","hind1269",4792.94763936639,0.03422,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"431","stan1288","hind1269",4792.84648695984,0.11304,5,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"432","stan1288","hind1269",4792.84648695984,0.09338,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"433","stan1288","hind1269",4792.84648695984,0.09207,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"434","stan1288","hind1269",4792.84648695984,0.10124,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"435","stan1288","hind1269",4792.84648695984,0.10911,9,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"436","stan1288","hind1269",4792.84648695984,0.11566,6,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"437","hind1269","hind1269",0,0.35176,4,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"438","hind1269","hind1269",0,0.35045,7,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"439","lith1251","hind1269",4792.66610527991,0.08901,1,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"440","lith1251","hind1269",4792.66610527991,0.09687,10,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"441","lith1251","hind1269",4792.66610527991,0.10473,4,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"442","hind1269","hind1269",0,0.35045,6,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"443","latv1249","hind1269",4792.7678356404,0.12443,4,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"444","ital1282","hind1269",4792.16835166982,0.10864,2,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"445","latv1249","hind1269",4792.7678356404,0.09822,1,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"446","port1283","hind1269",4792.94763936639,0.04471,1,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"447","port1283","hind1269",4792.94763936639,0.03947,10,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"448","ital1282","hind1269",4792.16835166982,0.12044,8,"Romance","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"449","latv1249","hind1269",4792.7678356404,0.11788,6,"Baltic","masc/fem","Indo-Iranian","masc/fem","Different","Same","masc/fem - masc/fem"
"450","hind1269","hind1269",0,0.35701,5,"Indo-Iranian","masc/fem","Indo-Iranian","masc/fem","Same","Same","masc/fem - masc/fem"
"451","hind1269","ital1282",4792.16835166982,0.15485,9,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"452","hind1269","ital1282",4792.16835166982,0.15642,4,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"453","lith1251","ital1282",4406.73014864802,0.15441,1,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"454","latv1249","ital1282",4406.83187900851,0.1732,2,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"455","hind1269","ital1282",4792.16835166982,0.15407,8,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"456","stan1288","ital1282",905.922658149184,0.37558,2,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"457","hind1269","ital1282",4792.16835166982,0.15328,10,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"458","lith1251","ital1282",4406.73014864802,0.16619,8,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"459","stan1288","ital1282",905.922658149184,0.38107,4,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"460","stan1288","ital1282",905.922658149184,0.38971,9,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"461","lith1251","ital1282",4406.73014864802,0.15834,10,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"462","lith1251","ital1282",4406.73014864802,0.1654,5,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"463","stan1290","ital1282",904.06430416814,0.3632,3,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"464","stan1290","ital1282",904.06430416814,0.36634,1,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"465","lith1251","ital1282",4406.73014864802,0.15991,4,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"466","latv1249","ital1282",4406.83187900851,0.17477,9,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"467","latv1249","ital1282",4406.83187900851,0.18104,1,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"468","latv1249","ital1282",4406.83187900851,0.17712,10,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"469","latv1249","ital1282",4406.83187900851,0.17084,7,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"470","latv1249","ital1282",4406.83187900851,0.17398,3,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"471","latv1249","ital1282",4406.83187900851,0.1677,8,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"472","roma1327","ital1282",1105.20559710308,0.23564,3,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"473","hind1269","ital1282",4792.16835166982,0.15014,1,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"474","roma1327","ital1282",1105.20559710308,0.2011,4,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"475","roma1327","ital1282",1105.20559710308,0.21445,6,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"476","roma1327","ital1282",1105.20559710308,0.21366,9,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"477","stan1289","ital1282",905.854564946106,0.37489,1,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"478","stan1289","ital1282",905.854564946106,0.3851,9,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"479","lith1251","ital1282",4406.73014864802,0.17011,6,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"480","lith1251","ital1282",4406.73014864802,0.16854,9,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"481","ital1282","ital1282",0,0.4669,7,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"482","ital1282","ital1282",0,0.46611,9,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"483","ital1282","ital1282",0,0.46768,1,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"484","ital1282","ital1282",0,0.4669,3,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"485","stan1290","ital1282",904.06430416814,0.37183,2,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"486","port1283","ital1282",906.023810555742,0.36929,5,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"487","port1283","ital1282",906.023810555742,0.37164,3,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"488","stan1290","ital1282",904.06430416814,0.36948,4,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"489","stan1290","ital1282",904.06430416814,0.37026,8,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"490","stan1288","ital1282",905.922658149184,0.38657,10,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"491","stan1288","ital1282",905.922658149184,0.39206,5,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"492","hind1269","ital1282",4792.16835166982,0.14857,5,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"493","hind1269","ital1282",4792.16835166982,0.14779,7,"Indo-Iranian","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"494","stan1290","ital1282",904.06430416814,0.3734,7,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"495","roma1327","ital1282",1105.20559710308,0.21445,7,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"496","stan1289","ital1282",905.854564946106,0.38667,4,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"497","lith1251","ital1282",4406.73014864802,0.15991,3,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"498","lith1251","ital1282",4406.73014864802,0.15834,2,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"499","lith1251","ital1282",4406.73014864802,0.1654,7,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"500","stan1290","ital1282",904.06430416814,0.37105,10,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"501","stan1290","ital1282",904.06430416814,0.35849,6,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"502","stan1290","ital1282",904.06430416814,0.36634,5,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"503","port1283","ital1282",906.023810555742,0.37714,8,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"504","port1283","ital1282",906.023810555742,0.374,9,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"505","stan1288","ital1282",905.922658149184,0.39442,7,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"506","latv1249","ital1282",4406.83187900851,0.17241,4,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"507","latv1249","ital1282",4406.83187900851,0.16378,6,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"508","latv1249","ital1282",4406.83187900851,0.17084,5,"Baltic","masc/fem","Romance","masc/fem","Different","Same","masc/fem - masc/fem"
"509","roma1327","ital1282",1105.20559710308,0.21288,5,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
"510","roma1327","ital1282",1105.20559710308,0.23329,1,"Romance","masc/fem","Romance","masc/fem","Same","Same","masc/fem - masc/fem"
